repo_name,repo_url,stars,contributors,commits,update_date,forks
centrifuga4,https://github.com/miquelvir/centrifuga4,1,2,301,2023-09-20 10:07:11,0
app,https://github.com/simple-login/app,4321,45,4748,2024-01-26 09:30:16,383
psiTurk,https://github.com/NYUCCL/psiTurk,277,46,1875,2022-10-31 22:34:16,141
octo-ui-2,https://github.com/techfreaque/octo-ui-2,4,2,228,2023-07-12 13:32:56,4
cait,https://github.com/cortictechnology/cait,24,2,245,2021-09-07 20:36:31,5
polydash,https://github.com/byte-power/polydash,5,5,142,2022-09-22 05:47:54,1
Famcy,https://github.com/nexuni/Famcy,1,5,769,2022-07-28 10:06:24,1
opencve,https://github.com/opencve/opencve,1526,17,130,2023-12-10 22:02:09,191
YEat,https://github.com/tylernaej/YEat,3,3,433,2023-01-26 01:21:56,0
plataforma-livre-dados-abertos,https://github.com/pbaesse/plataforma-livre-dados-abertos,3,3,370,2022-06-28 13:30:01,1
spritz,https://github.com/g0v-it/spritz,3,2,135,2022-07-14 14:40:05,4
openoversight,https://github.com/openoversightva/openoversight,4,49,1753,2024-01-12 18:44:33,2
Shell-Software-Engineer-Train-to-Hire-Scholarship-Program,https://github.com/asharn/Shell-Software-Engineer-Train-to-Hire-Scholarship-Program,1,2,161,2022-10-05 16:49:45,0
Synapse,https://github.com/FranJL075/Synapse,2,8,144,2023-06-27 21:50:57,0
p2k16,https://github.com/bitraf/p2k16,8,14,481,2023-12-04 18:31:11,10
Fashion-Store,https://github.com/mohitarora3/Fashion-Store,17,3,201,2020-02-13 16:14:51,14
UBUMLaaS,https://github.com/JoseBarbero/UBUMLaaS,8,6,759,2022-12-02 12:10:37,2
pgadmin4,https://github.com/pgadmin-org/pgadmin4,1800,116,6854,2024-01-29 13:09:30,539
fame,https://github.com/certsocietegenerale/fame,817,20,285,2024-01-29 08:53:37,184
fact-bounty,https://github.com/scorelab/fact-bounty,42,35,359,2020-04-21 02:54:01,96
license-key-manager,https://github.com/BUILT-CoLAB/license-key-manager,12,6,215,2023-03-06 10:49:32,3
EnIA,https://github.com/IAgricolture/EnIA,3,6,477,2023-02-13 20:38:49,4
piipovo_stranky,https://github.com/piipecek/piipovo_stranky,4,2,189,2022-11-28 10:53:10,2
portfolio,https://github.com/lozanotux/portfolio,3,3,227,2023-11-22 19:41:20,1
HUST-SE-2022,https://github.com/Slapaf/HUST-SE-2022,1,5,439,2023-04-19 04:28:20,3
BDIC3023J-Software-Methodology-Q-A-Platform,https://github.com/echo-cool/BDIC3023J-Software-Methodology-Q-A-Platform,1,2,241,2023-05-15 17:33:56,0
flasquelistan,https://github.com/teknologkoren/flasquelistan,5,5,475,2023-10-31 19:23:36,3
SpaceDock,https://github.com/KSP-SpaceDock/SpaceDock,70,39,1557,2024-01-04 04:36:12,33
weko,https://github.com/RCOSDP/weko,24,49,13777,2024-01-26 16:51:06,47
superset,https://github.com/apache/superset,55878,427,14507,2024-01-28 21:42:49,11989
Qwerkey,https://github.com/Lazytangent/Qwerkey,22,5,904,2023-07-05 12:48:17,0
FindTable,https://github.com/willkee/FindTable,5,4,596,2023-07-18 19:49:18,0
Module-6-Resources,https://github.com/appacademy/Module-6-Resources,56,4,330,2024-01-23 00:23:53,39
nas-tools-unlock,https://github.com/Diluka/nas-tools-unlock,28,33,1973,2023-06-08 09:09:00,42
vjudge,https://github.com/sleepymole/vjudge,11,2,114,2022-07-19 05:37:59,0
KNP,https://github.com/mikecafarella/KNP,4,13,425,2022-07-27 13:48:37,0
Sciebo-RDS,https://github.com/Sciebo-RDS/Sciebo-RDS,13,11,1873,2023-10-17 16:29:10,5
address-index-ui,https://github.com/ONSdigital/address-index-ui,2,4,686,2024-01-24 10:59:05,0
PosGraduacao,https://github.com/ccsa-ufrn/PosGraduacao,7,5,422,2021-05-24 13:22:51,3
es3,https://github.com/evidence-surveillance/es3,12,3,132,2022-11-28 03:12:59,1
rootio_web,https://github.com/rootio/rootio_web,37,10,1366,2020-11-13 19:40:51,19
PowerDNS-Admin,https://github.com/PowerDNS-Admin/PowerDNS-Admin,2214,127,1645,2023-11-29 20:21:31,625
Leonardo,https://github.com/Barca88/Leonardo,2,10,216,2023-07-18 21:46:20,0
art17-consultation,https://github.com/eea/art17-consultation,2,10,1731,2023-03-08 10:43:51,2
specter-desktop,https://github.com/cryptoadvance/specter-desktop,763,96,1976,2024-01-15 13:00:23,240
Galeries,https://github.com/ENPC-Ponthe/Galeries,2,10,552,2022-09-27 20:09:27,3
MegaQC,https://github.com/MultiQC/MegaQC,87,11,1001,2023-12-19 12:06:48,27
pyspider,https://github.com/binux/pyspider,16138,51,1181,2020-08-02 17:34:20,3733
mix-mind,https://github.com/twschum/mix-mind,1,3,851,2021-09-24 20:07:01,3
stemmaweb,https://github.com/tla/stemmaweb,12,11,1176,2023-11-29 18:49:11,9
InteractiveQA,https://github.com/AskNowQA/InteractiveQA,5,4,444,2020-04-13 10:08:41,1
houston,https://github.com/WildMeOrg/houston,8,26,4763,2024-01-26 23:44:52,8
relay,https://github.com/eramsay20/relay,5,3,268,2021-06-10 19:12:17,3
decider,https://github.com/cisagov/decider,967,7,150,2024-01-19 03:40:27,106
fuel-logger,https://github.com/travipross/fuel-logger,2,2,249,2023-10-09 16:52:58,0
urls4irl,https://github.com/4IRL/urls4irl,3,2,254,2023-07-30 02:57:02,0
NAS-TOOL,https://github.com/h0we/NAS-TOOL,2,31,1927,2023-05-16 03:17:49,34
getwvkeys,https://github.com/GetWVKeys/getwvkeys,126,6,285,2024-01-28 04:42:10,42
pjecz-plataforma-web,https://github.com/PJECZ/pjecz-plataforma-web,1,8,2652,2024-01-27 15:11:05,8
elltwo,https://github.com/iamlemec/elltwo,7,2,751,2023-04-19 03:22:01,2
ADE-Scheduler,https://github.com/ADE-Scheduler/ADE-Scheduler,26,8,1973,2023-09-18 08:22:41,14
monoetna,https://github.com/mountetna/monoetna,1,21,15462,2024-01-25 02:04:49,0
collectives,https://github.com/Club-Alpin-Annecy/collectives,13,14,1011,2024-01-09 20:12:32,19
BioDepot-workflow-builder,https://github.com/BioDepot/BioDepot-workflow-builder,59,8,861,2024-01-26 20:19:30,20
opengwas-api,https://github.com/MRCIEU/opengwas-api,3,5,941,2024-01-24 16:39:08,1
scoda,https://github.com/opendatadurban/scoda,1,14,1711,2023-05-26 08:22:45,2
encore,https://github.com/statgen/encore,13,9,706,2023-10-17 13:18:09,6
glider-dac,https://github.com/ioos/glider-dac,6,14,797,2024-01-24 15:41:24,11
sonar,https://github.com/rero/sonar,12,8,472,2023-12-20 08:46:53,11
lidarts,https://github.com/mischkadb/lidarts,34,7,618,2022-03-19 12:20:45,19
PledgePalooza,https://github.com/LukeConnors/PledgePalooza,1,3,275,2023-11-08 21:33:01,0
labton,https://github.com/JavierAntonYuste/labton,3,4,110,2021-04-27 15:22:54,0
Knewbie,https://github.com/Orbital-Knewbie/Knewbie,5,2,421,2020-11-01 00:40:55,1
mathsnuggets,https://github.com/khoi-nguyen/mathsnuggets,4,7,1076,2022-12-03 05:03:32,2
interview-scheduler,https://github.com/qxf2/interview-scheduler,4,9,1804,2023-06-29 21:02:26,13
EduQuest,https://github.com/zinando/EduQuest,1,4,494,2023-12-17 21:44:37,1
MatBoy,https://github.com/i3Cheese/MatBoy,10,4,248,2022-11-17 10:12:28,1
arbeitszeitapp,https://github.com/arbeitszeit/arbeitszeitapp,19,10,3370,2024-01-22 01:17:26,3
AIL-framework,https://github.com/CIRCL/AIL-framework,1261,50,2485,2024-01-19 09:01:11,293
nas-tools,https://github.com/royzheng/nas-tools,38,31,1944,2023-10-10 07:09:04,76
LocalPlates,https://github.com/adamLovettApps/LocalPlates,13,3,318,2021-08-11 20:33:54,0
Medio,https://github.com/aselk1/Medio,2,4,430,2022-11-21 15:53:26,1
JapaneseFoodQuiz,https://github.com/Hanchooi/JapaneseFoodQuiz,1,3,109,2020-06-10 16:05:41,0
tcf,https://github.com/intel/tcf,22,14,3196,2024-01-22 19:25:53,30
Islandr,https://github.com/zlxlty/Islandr,4,3,331,2020-05-10 07:02:14,3
sner4,https://github.com/bodik/sner4,11,2,1176,2023-12-14 11:54:05,5
110-1_Database-System_Project,https://github.com/Ming119/110-1_Database-System_Project,6,7,361,2023-10-20 16:14:12,0
stats-service,https://github.com/monarc-project/stats-service,6,4,1078,2023-12-13 13:08:18,1
oee_server,https://github.com/DigitME2/oee_server,6,3,494,2023-05-26 11:03:54,7
scmdb_py_dev,https://github.com/mukamel-lab-team/scmdb_py_dev,3,9,491,2023-09-08 15:54:33,6
DashMachine,https://github.com/rmountjoy92/DashMachine,1212,15,281,2020-09-22 11:42:23,118
archivy,https://github.com/archivy/archivy,3107,23,561,2023-07-25 23:32:46,110
dribdat,https://github.com/dribdat/dribdat,55,11,2053,2024-01-09 08:20:07,26
QuantuMoonLight,https://github.com/Robertales/QuantuMoonLight,7,10,465,2023-03-13 15:16:02,6
OctoPuppet,https://github.com/UTA-FabLab/OctoPuppet,8,174,7529,2021-04-07 09:25:29,2
ezEML,https://github.com/PASTAplus/ezEML,6,4,1395,2024-01-27 19:42:57,8
chaos_genius,https://github.com/chaos-genius/chaos_genius,663,29,3304,2022-10-04 05:30:51,80
Nutrition,https://github.com/optimamodel/Nutrition,1,17,4290,2023-06-30 08:55:11,0
thanados,https://github.com/stefaneichert/thanados,16,5,632,2023-07-24 09:20:03,4
mlsb-platform,https://github.com/Major-League-Summer-Baseball/mlsb-platform,3,9,931,2023-10-30 23:20:54,1
psknow,https://github.com/RaduNico/psknow,6,5,184,2023-07-04 13:36:00,8
bielefeldGEOCLIENT,https://github.com/stadt-bielefeld/bielefeldGEOCLIENT,2,6,435,2024-01-29 15:14:06,2
online-inventory-system-for-biological-lab,https://github.com/wolflikeshug/online-inventory-system-for-biological-lab,4,6,688,2022-10-17 00:51:27,1
UN_UPR,https://github.com/Dattax/UN_UPR,1,2,157,2023-02-20 09:10:21,0
instagram-clone,https://github.com/ouStanleyy/instagram-clone,2,3,475,2022-12-13 01:40:16,3
SportoweSwiry,https://github.com/MaBober/SportoweSwiry,1,3,812,2023-04-17 19:40:32,0
gobo,https://github.com/mitmedialab/gobo,101,4,793,2020-03-27 18:23:02,18
little_brother,https://github.com/marcus67/little_brother,51,4,473,2023-12-03 15:43:54,8
frameos,https://github.com/FrameOS/frameos,13,3,708,2024-01-28 22:34:57,1
coco-annotator,https://github.com/jsbroks/coco-annotator,1946,34,324,2022-02-01 15:05:18,435
Oryx,https://github.com/microsoft/Oryx,649,43,1630,2024-01-26 20:36:35,156
